UNIQUE ID,REFERENCE NAME,HGNC ID,EntrezGene official name (Human),EntrezGeneID (Human),EntrezGene Symbol (Human),EntrezGene Aliases (Human),EntrezGene Additional Names (Human),MGI ID,EntrezGeneofficial name (Mouse),EntrezGeneID (Mouse),EntrezGene Symbol (Mouse),EntrezGene Aliases (Mouse),EntrezGene Additional Names (Mouse),UniProtDB ID (Human),UniProt protein name (Human),UniProt protein alternative names (Human),UniProtID (Mouse),UniProt protein name (Mouse),UniProt protein alternative names (Mouse),MeSH ID,MeSH Name,Typographical variations,Shen-Orr ID,IX Synonyms,Protein Ontology ID,Protein Ontology name,Protein Ontology synonyms,Protein Ontology URL,OMIM ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_117,Interleukin-24,HGNC:11346,interleukin 24,11009,IL24 ,C49A;FISP;MDA7;MOB5;ST16;IL10B;,interleukin24;suppression of tumorigenicity 16 (melanoma differentiation);melanocyteassociated Mda7;IL4induced secreted protein;melanoma differentiationassociated gene 7 protein;,MGI:2135548,interleukin 24,93672,Il24 ,FISP;Mda7;St16;Mda-7;,IL4induced secreted protein;interleukin24;melanoma differentiationassociated gene 7 protein;th2specific cytokine FISP;IL24;,IL24_HUMAN,Interleukin-24,IL-24;Melanoma differentiation-associated gene 7 protein;MDA-7;Suppression of tumorigenicity 16 protein;,IL24_MOUSE,Interleukin-24,IL-24;IL-4-induced secreted protein;Melanoma differentiation-associated gene 7 protein;MDA-7;Th2-specific cytokine FISP;,,,,135,Interleukin-24;il-24;il24;il-10b;mda7;mda-7;c49a;interleukin-24;th2-specific cytokine fisp;il-4-induced secreted protein;mob5;st16;interleukin 24;melanoma differentiation-associated gene 7;mob-5;st-16;suppression of tumorigenicity 16;fisp;il10b;suppression of tumorigenicity-16;,PR:000001474,interleukin-24,IL-24;ST16;MDA7;MDA-7;melanoma differentiation-associated gene 7 protein;IL-4-induced secreted protein;IL24;suppression of tumorigenicity 16 protein;Th2-specific cytokine FISP;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001474,604136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_118,Interleukin-25,HGNC:13765,interleukin 25,64806,IL25 ,IL17E;,interleukin25;interleukin17E;,MGI:2155888,interleukin 25,140806,Il25 ,Il17e;IL-17e;,interleukin 17E;interleukin25;,IL25_HUMAN,Interleukin-25,IL-25;Interleukin-17E;IL-17E;,Q8VHH8_MOUSE,,,,,,91,il-25;il25;interleukin-25;interleukin 25;interleukin-17e;interleukin 17e;il-17e;il17e;,PR:000001113,interleukin-17E,IL-25;IL-17E;IL17E;IL25;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001113,605658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_119,Interleukin-26,HGNC:17119,interleukin 26,55801,IL26 ,AK155;IL-26;,interleukin26;,,,,,,,IL26_HUMAN,Interleukin-26,IL-26;Protein AK155;,,,,,,,127,Interleukin-26;il-26;il26;ak155;interleukin 26;interleukin-26;,PR:000001475,interleukin-26,AK155;IL-26;IL26;protein AK155;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001475,605679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_12,Chemokine CCL12,,chemokine (C-C motif) ligand 12 ,337987,CCL12 ,Scya12;,,MGI:108224,chemokine (C-C motif) ligand 12,20293,Ccl12 ,MCP-5;Scya12;,monocyte chemoattractant protein 5;monocyte chemotactic protein 5;smallinducible cytokine A12;small inducible cytokine A12;CC motif chemokine 12;MCP1related chemokine;,Q6I9T4_HUMAN,,,CCL12_MOUSE,C-C motif chemokine 12,MCP-1-related chemokine;Monocyte chemoattractant protein 5;Monocyte chemotactic protein 5;MCP-5;Small-inducible cytokine A12;,,,,241,ccl-12;,PR:000006165,C-C motif chemokine 12,monocyte chemoattractant protein 5;small-inducible cytokine A12;MCP-5;MCP-1-related chemokine;Scya12;monocyte chemotactic protein 5;Ccl12;Mcp5;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_120,Interleukin-27 alpha,HGNC:19157,interleukin 27,246778,IL27 ,p28;IL30;IL-27;IL27A;IL-27A;IL27p28;,interleukin27 subunit alpha;interleukin30;interleukin 30;IL27 subunit alpha;IL27A;IL27 p28 subunit;,MGI:2384409,interleukin 27,246779,Il27 ,p28;Il30;IL-27;IL-27p28;,IL27 subunit alpha;interleukin27 subunit alpha;IL27A;IL27 p28 subunit;interleukin 30;,IL27A_HUMAN,Interleukin-27 subunit alpha,IL-27 subunit alpha;IL-27-A;IL27-A;Interleukin-30;p28;,IL27A_MOUSE,Interleukin-27 subunit alpha,IL-27 subunit alpha;IL-27-A;IL27-A;p28;,D064094,Interleukin-27,Interleukin-27;IL27;IL-27; IL 27;,93,il-27;,PR:000001385,interleukin-27 subunit alpha,p28;IL27;IL-27-A;IL-30;IL27p28;IL27-A;IL-27 subunit alpha;IL27A;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001385,608273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_121,Interleukin-27 beta,HGNC:3129,Epstein-Barr virus induced 3,10148,EBI3 ,IL27B;IL-27B;,EpsteinBarr virus induced gene 3;IL35 subunit;EBVinduced gene 3 protein;cytokine receptor;IL27 subunit beta;IL27 subunit;interleukin27 subunit beta;epsteinBarr virusinduced gene 3 protein;,MGI:1354171,Epstein-Barr virus induced gene 3,50498,Ebi3 ,EBI-3;IL-27;,IL27 subunit beta;interleukin27 subunit beta;epsteinBarr virusinduced gene 3 protein homolog;IL27B;,IL27B_HUMAN,Interleukin-27 subunit beta,IL-27 subunit beta;IL-27B;Epstein-Barr virus-induced gene 3 protein;EBV-induced gene 3 protein;,IL27B_MOUSE,Interleukin-27 subunit beta,IL-27 subunit beta;IL-27B;Epstein-Barr virus-induced gene 3 protein homolog;,,,,,,PR:000001386,interleukin-27 subunit beta,epstein-Barr virus-induced gene 3 protein;epstein-Barr virus-induced gene 3 protein homolog;EBV-induced gene 3 protein;Il17b;EBI3;IL-27B;IL-27 subunit beta;IL27B;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001386,605816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_122,Interleukin-28a,HGNC:18364,"interferon, lambda 2",282616,IFNL2 ,IL28A;IL-28A;,"interferon lambda2;interleukin 28A (interferon, lambda 2);cytokine Zcyto20;interleukin28A;interferonlambda 2;IFNlambda2;interferon lambda 2;",MGI:3647279,interferon lambda 2,330496,Ifnl2 ,Il28a;IL-28A;EG330496;,interferon lambda2;interleukin28A;interferonlambda2;interleukin 28A;IFNlambda2;,IFNL2_HUMAN,Interferon lambda-2,IFN-lambda-2;Cytokine Zcyto20;Interleukin-28A;IL-28A;,IFNL2_MOUSE,Interferon lambda-2,IFN-lambda-2;Interleukin-28A;IL-28A;,,,,121,"il-28a;zcyto20;il28a;ifn-lambda-2;interleukin-28a;ifnl2;interleukin 28a;interferon, lambda 2;cytokine zcyto20;",PR:000001469,interleukin-28A,IL28A;interferon lambda-2;ZCYTO20;IFN-lambda-2;IFNL2;IL-28A;cytokine Zcyto20;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001469,607401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_123,Interleukin-28b,HGNC:18365,"interferon, lambda 3",282617,IFNL3 ,IL28B;IL28C;IL-28B;,"interleukin 28C;interleukin28C;interleukin28B;IFNlambda3;interferon lambda3;interferon lambda4;cytokine Zcyto22;interferon, lambda 4;IL28C;interleukin 28B (interferon, lambda 3);IFNlambda4;",MGI:2450574,interferon lambda 3,338374,Ifnl3 ,Il28;IFL-1;Il28b;IL-28B;INF-alpha;INF-lambda;,interleukin 28B;interleukin28B;interleukin 28;IFNlambda3;interferon lambda3;interferon alpha;,IFNL3_HUMAN,Interferon lambda-3,IFN-lambda-3;Cytokine Zcyto22;Interleukin-28B;IL-28B;Interleukin-28C;IL-28C;,IFNL3_MOUSE,Interferon lambda-3,IFN-lambda-3;Interleukin-28B;IL-28B;,,,,123,"il-28b;il28c;il-28c;il28b;interferon lambda-4;zcyto22;cytokine zcyto22;interferon, lambda 4;interferon, lambda 3;ifn-lambda-4;ifn-lambda-3;interleukin-28b;ifnl4;ifnl3;interleukin 28b;",PR:000001470,interleukin-28B,interferon lambda-4;interferon lambda-3;IFNL4;interleukin-28C;IL-28C;IFN-lambda-4;IFNL3;IL28B;Il28;cytokine Zcyto22;IL-28B;ZCYTO22;IL28C;IFN-lambda-3;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001470,607402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_124,Interleukin-29,HGNC:18363,"interferon, lambda 1",282618,IFNL1 ,IL29;IL-29;,"interferonlambda1;IFNlambda1;cytokine Zcyto21;interferon lambda1;interleukin 29 (interferon, lambda 1);interleukin29;",,,,,,,IFNL1_HUMAN,Interferon lambda-1,IFN-lambda-1;Cytokine Zcyto21;Interleukin-29;IL-29;,,,,,,,99,"Interleukin-29;interferon, lambda-1;interleukin 29;ifn lambda-1;cytokine zcyto21;zcyto21;interleukin-29;ifnl1;interferon, lambda 1;ifn-lambda-1;il29;il-29;interferon lambda-1;",PR:000001476,interleukin-29,IFN-lambda-1;cytokine Zcyto21;interferon lambda-1;ZCYTO21;IL29;IL-29;IFNL1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001476,607403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_125,Interleukin-3,HGNC:6011,interleukin 3,3562,IL3 ,IL-3;MCGF;MULTI-CSF;,"Pcellstimulating factor;multipotential colonystimulating factor;multilineagecolonystimulating factor;Pcell stimulating factor;interleukin3;hematopoietic growth factor;mastcell growth factor;mast cell growth factor;colonystimulating factor, multiple;",MGI:96552,interleukin 3,16187,Il3 ,BPA;PSF;HCGF;Il-3;MCGF;Csfmu;,Pcellstimulating factor;multipotential colonystimulating factor;hematopoietic growth factor;mast cell growth factor;interleukin3;,IL3_HUMAN,Interleukin-3,IL-3;Hematopoietic growth factor;Mast cell growth factor;MCGF;Multipotential colony-stimulating factor;P-cell-stimulating factor;,IL3_MOUSE,Interleukin-3,IL-3;Hematopoietic growth factor;Mast cell growth factor;MCGF;Multipotential colony-stimulating factor;P-cell-stimulating factor;,D007377,Interleukin-3,IL 3;IL-3;IL3;Interleukin-3;interleukin 3;,175,il-3;mast cell growth factor;interleukin 3;il3;interleukin-3;mcgf;mgc79399;csfmu;multipotential colony-stimulating factor;mgc79398;hematopoietic growth factor;multi-csf;p-cell-stimulating factor;,PR:000001387,interleukin-3,MCGF;P-cell-stimulating factor;IL3;mast cell growth factor;Csfmu;IL-3;multipotential colony-stimulating factor;hematopoietic growth factor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001387,147740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_126,Interleukin-31,HGNC:19372,interleukin 31,386653,IL31 ,IL-31;,interleukin31;,MGI:1923649,interleukin 31,76399,Il31 ,1700013B14Rik;,IL31;interleukin31;,IL31_HUMAN,Interleukin-31,IL-31;,IL31_MOUSE,Interleukin-31,IL-31;,,,,159,il-31;,PR:000001316,interleukin-31,IL31;IL-31;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001316,609509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_127,Interleukin-32,HGNC:16830,interleukin 32,9235,IL32 ,NK4;TAIF;TAIFa;TAIFb;TAIFc;TAIFd;IL-32beta;IL-32alpha;IL-32delta;IL-32gamma;,interleukin32 theta;natural killer cell transcript 4;interleukin32 small;interleukin32 eta;natural killer cells protein 4;interleukin32;tumor necrosis factor alphainducing factor;,,,,,,,IL32_HUMAN,Interleukin-32,IL-32;Natural killer cells protein 4;Tumor necrosis factor alpha-inducing factor;,,,,,,,155,il-32;taifa;il-32gamma;il32;il-32epsilon;natural killer cells protein 4;il32-delta;interleukin 32;il-32alpha;taifd;il32-beta;tumor necrosis factor alpha-inducing factor;taifc;taifb;interleukin-32;il32-gamma;taif;il-32beta;il32-epsilon;natural killer cell transcript 4;il32-zeta;nk4;il-32zeta;il-32delta;il32-alpha;,PR:000001388,interleukin-32,IL32;TAIF;IL-32;tumor necrosis factor alpha-inducing factor;natural killer cells protein 4;NK4;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001388,606001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_128,Interleukin-33,HGNC:16028,interleukin 33,90865,IL33 ,DVS27;IL1F11;NF-HEV;NFEHEV;C9orf26;,nuclear factor from high endothelial venules;interleukin33;IL1F11;IL33;nuclear factor for high endothelial venules;DVS27related protein;interleukin1 family member 11;,MGI:1924375,interleukin 33,77125,Il33 ,Il-33;Il1f11;NF-HEV;9230117N10Rik;,nuclear factor from high endothelial venules;interleukin33;,IL33_HUMAN,Interleukin-33,IL-33;Interleukin-1 family member 11;IL-1F11;Nuclear factor from high endothelial venules;NF-HEV;,IL33_MOUSE,Interleukin-33,IL-33;,,,,151,il-33;,PR:000001389,interleukin-33,nuclear factor from high endothelial venules;IL1F11;IL33;interleukin-1 family member 11;NF-HEV;IL-33;C9orf26;IL-1F11;NFHEV;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001389,608678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_129,Interleukin-34,HGNC:28529,interleukin 34,146433,IL34 ,IL-34;C16orf77;,interleukin34;,MGI:1923777,interleukin 34,76527,Il34 ,AI593503;2010004A03Rik;,interleukin34;,IL34_HUMAN,Interleukin-34,IL-34;,IL34_MOUSE,Interleukin-34,IL-34;,,,,149,"il-34;fpt025;fam3d;26rfa;il34;oit1;p518;pyroglutamylated rfamide peptide;cgb-2;qrfp;interleukin-34;choriogonadotropin subunit beta variant 2;c16orf77;chorionic gonadotropin, beta polypeptide 2;interleukin 34;mgc34647;mgc119794;ef7;cgb2;family with sequence similarity 3, member d;",PR:000001390,interleukin-34,IL-34;C16orf77;IL34;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001390,612081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_13,Chemokine CCL13,HGNC:10611,chemokine (C-C motif) ligand 13,6357,CCL13 ,NCC1;CKb10;MCP-4;NCC-1;SCYL1;SCYA13;,"small inducible cytokine subfamily A (CysCys), member 13;monocyte chemoattractant protein 4;CKbeta10;CC motif chemokine 13;new CC chemokine 1;monocyte chemotactic protein 4;smallinducible cytokine A13;",,,,,,,CCL13_HUMAN,"C-C motif chemokine 13, short chain",CK-beta-10;Monocyte chemoattractant protein 4;Monocyte chemotactic protein 4;MCP-4;NCC-1;Small-inducible cytokine A13;,,,,,,,243,ccl-13;monocyte chemotactic protein-4;ncc1;scya13;ccl13;ckb10;ckb-10;mcp-4;scyl1;mgc17134;monocyte chemotactic protein 4;ncc-1;monocyte chemoattractant protein 4;chemokine (c-c motif) ligand 13;mcp4;small-inducible cytokine a13;c-c motif chemokine 13;ck-beta-10;,PR:000002121,C-C motif chemokine 13,SCYA13;MCP-4;monocyte chemotactic protein 4;NCC-1;CK-beta-10;monocyte chemoattractant protein 4;NCC1;CCL13;small-inducible cytokine A13;MCP4;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002121,601391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_130,Interleukin-35,,,,,,,,,,,,,,,,,,,,,,165,il-35;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_131,Interleukin-4,HGNC:6014,interleukin 4,3565,IL4 ,BSF1;IL-4;BCGF1;BSF-1;BCGF-1;,B cell growth factor 1;binetrakin;interleukin 4 variant 2;interleukin4;B_cell stimulatory factor 1;lymphocyte stimulatory factor 1;pitrakinra;,MGI:96556,interleukin 4,16189,Il4 ,Il-4;BSF-1;,lymphocyte stimulatory factor 1;Bcell growth factor 1;Bcell stimulatory factor 1;interleukin4;Bcell IgG differentiation factor;IGG1 induction factor;,IL4_HUMAN,Interleukin-4,IL-4;B-cell stimulatory factor 1;BSF-1;Binetrakin;Lymphocyte stimulatory factor 1;Pitrakinra;,IL4_MOUSE,Interleukin-4,IL-4;B-cell IgG differentiation factor;B-cell growth factor 1;B-cell stimulatory factor 1;BSF-1;IGG1 induction factor;Lymphocyte stimulatory factor 1;,D015847,Interleukin-4,IL 4;IL-4;IL4;Interleukin-4;interleukin 4;,169,il-4;b-cell differentiation factor-gamma;bcdf-(gamma);ia inducing factor;bsf1;macrophage fusion factor;bcgf-1;b-cell growth factor-1;igg1 induction factor;igg1-enhancing factor;tcgf-2;interleukin 4;el4 b-cell growth factor;ige-ef;igg1-induction factor;hcgf;bcdf epsilon;hodgkin's cell growth factor;b-cell stimulatory factor 1;pitrakinra;mcgf-2;interleukin-4;magef;bcdf-epsilon;mff;binetrakin;lmw-bcgf;b-cell Igg differentiation factor;mgc79402;bcdf gamma;t-cell growth factor-2;il4;lymphocyte stimulatory factor 1;b-cell stimulating factor-1;bcdf-gamma;bcdf-(epsilon);el4-bcgf;ige enhancing factor;b-cell stimulating factor p1;iaif;b-cell differentiation factor-epsilon;mast cell growth enhancing factor;bsf-1;mast cell growth factor-2;b-cell growth factor 1;b-cell growth factor-gamma;low molecular weight b-cell growth factor;bcgf-gamma;bsf-p1;bcgf1;,PR:000001391,interleukin-4,B-cell growth factor 1;binetrakin;lymphocyte stimulatory factor 1;pitrakinra;IL4;B-cell IgG differentiation factor;IL-4;BSF-1;B-cell stimulatory factor 1;IGG1 induction factor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001391,147780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_132,Interleukin-5,HGNC:6016,interleukin 5,3567,IL5 ,EDF;TRF;IL-5;,"colonystimulating factor, eosinophil;interleukin5;Bcell differentiation factor I;Tcell replacing factor;eosinophil differentiation factor;",MGI:96557,interleukin 5,16191,Il5 ,Il-5;,Bcell growth factor II;interleukin5;cytotoxic Tlymphocyte inducer;TRF;BCGFII;Tcell replacing factor;eosinophil differentiation factor;,IL5_HUMAN,Interleukin-5,IL-5;B-cell differentiation factor I;Eosinophil differentiation factor;T-cell replacing factor;TRF;,IL5_MOUSE,Interleukin-5,IL-5;B-cell growth factor II;BCGF-II;Cytotoxic T-lymphocyte inducer;Eosinophil differentiation factor;T-cell replacing factor;TRF;,D015848,Interleukin-5,IL 5;IL-5;IL5;Interleukin-5;interleukin 5;,171,"il-5;bcdf-mu;trf1;colony-forming unit eosinophil growth stimulating factor;t-cell replacing factor 1;b-cell growth and differentiation factor;edf;colony-stimulating factor, eosinophil;b-cell growth factor-2;bcgf-2;b-cell growth factor ii;esp;dennert line b-cell growth factor;interleukin 5;eosinophil differentiation factor;b-cell differentiation factor-mu;bcdf-(alpha);iga enhancing factor;eosinophil colony-stimulating factor;t-cell replacing factor-1;bcdf-(mu);bcdf mu;b151 t-cell replacing factor;b-cell differentiation factor;t-cell replacing factor;eo-csf;bcgf-ii;khf;dl-bcgf;eo-df;eosinophil colony stimulating factor;killer helper factor;trf;interleukin-5;iga-ef;cfu-eo gsf;eosinophil stimulation promoter;il5;b151-trf;bcdf alpha;bcdf-alpha;b-cell differentiation factor i;trf-1;cytotoxic T-lymphocyte inducer;bcgf2;b-cell differentiation factor-alpha;",PR:000001392,interleukin-5,BCGF-II;IL5;cytotoxic T-lymphocyte inducer;TRF;eosinophil differentiation factor;T-cell replacing factor;B-cell growth factor II;IL-5;B-cell differentiation factor I;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001392,147850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_133,Interleukin-6,HGNC:6018,interleukin 6,3569,IL6 ,HGF;HSF;BSF2;IL-6;IFNB2;,"Bcell stimulatory factor 2;CTL differentiation factor;BSF2;Bcell differentiation factor;hybridoma growth factor;interleukin BSF2;interferon, beta 2;CDF;interleukin6;IFNbeta2;interferon beta2;",MGI:96559,interleukin 6,16193,Il6 ,Il-6;,interleukin6;Bcell hybridoma growth factor;interleukin HP1;,IL6_HUMAN,Interleukin-6,IL-6;B-cell stimulatory factor 2;BSF-2;CTL differentiation factor;CDF;Hybridoma growth factor;Interferon beta-2;IFN-beta-2;,IL6_MOUSE,Interleukin-6,IL-6;B-cell hybridoma growth factor;Interleukin HP-1;,D015850,Interleukin-6,IL 6;IL-6;IL6;Interleukin-6;interleukin 6,183,"il-6;cytotoxic t-cell differentiation factor;taf;interferon-beta-2;thrombopoietin;interleukin-hybridoma/plasmacytoma-1;interleukin hp-1;fdgi;differentiation inducing factor for human monoblastic leukemia cells;interleukin 6;cpa;ifn-beta-2;b-cell stimulating factor;myeloma gf;differentiation inducing factor;mk potentiator;l-gi factor;natural killer cell activity-augmenting factor;cytolytic t-lymphocyte differentiation factor;interferon beta-2;il6;b-cell stimulating factor-2;hybridoma growth factor;interleukin-hemopoietin-1;colony promoting activity;hsf-1;b-cell stimulating factor p2;fibroblast derived differentiation inducing factor for human monoblastic leukemia cells;cdf;ilhp1;pct-gf;choline acetyltransferase development factor;hgi;macrophage-granulocyte inducer-2a;hsf;ctl differentiation factor;b-cell hybridoma growth factor;mgi-2a;bsf2;natural killer cell activating factor;hpgf;hgf;myeloma growth factor;cat development factor;plasmacytoma growth factor;ifnb2;murine lung-derived growth inhibitory factor;dif;wi-26-va4 factor;hp1;b-cell stimulatory factor 2;fibroblast-derived growth inhibitor;interferon, beta 2;bcsf;t-cell activating factor;csf-309;fsf;cytolytic differentiation factor for t-lymphocytes;interleukin-6;hybridoma/plasmacytoma growth factor;hematopoietic colony stimulating factor-309;fibronectin stimulating factor;nkaf;hepatocyte growth inhibitory factor;l-hgf;hepatocyte stimulating factor-1;tpo;bsf-p2;bsf-2;",PR:000001393,interleukin-6,B-cell stimulatory factor 2;interferon beta-2;interleukin HP-1;BSF-2;B-cell hybridoma growth factor;hybridoma growth factor;IL-6;CTL differentiation factor;IFN-beta-2;IL6;CDF;IFNB2;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001393,147620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_134,Interleukin-7,HGNC:6023,interleukin 7,3574,IL7 ,IL-7;,interleukin7;,MGI:96561,interleukin 7,16196,Il7 ,Il-7;hlb368;A630026I06Rik;,interleukin7;,IL7_HUMAN,Interleukin-7,IL-7;,IL7_MOUSE,Interleukin-7,IL-7;,D015851,Interleukin-7,IL 7;IL-7;IL7;Interleukin-7;interleukin 7;,193,il-7;lymphopoietin-1;interleukin 7;pre-b-cell growth factor;lp-1;il7;lpo-1;interleukin-7;pbgf;,PR:000001317,interleukin-7,IL-7;IL7;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001317,146660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_135,Interleukin-9,HGNC:6029,interleukin 9,3578,IL9 ,P40;HP40;IL-9;,cytokine P40;interleukin9;p40 cytokine;p40 Tcell and mast cell growth factor;Tcell growth factor p40;homolog of mouse T cell and mast cell growth factor 40;,MGI:96563,interleukin 9,16198,Il9 ,P40;Il-9;,cytokine P40;interleukin9;Tcell growth factor P40;,IL9_HUMAN,Interleukin-9,IL-9;Cytokine P40;T-cell growth factor P40;,IL9_MOUSE,Interleukin-9,IL-9;Cytokine P40;T-cell growth factor P40;,D016906,Interleukin-9,IL 9;IL-9;IL9;Interleukin-9;interleukin 9;,179,il-9;megakaryoblast growth factor;tcgf-3;mea;hp40;il9;interleukin-9;cytokine p40;interleukin 9;mast cell growth enhancing activity;t-cell growth factor p40;p40;t-cell growth factor-3;,PR:000001396,interleukin-9,cytokine P40;IL-9;IL9;T-cell growth factor P40;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001396,146931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_136,Leukemia Inhibitory Factor,HGNC:6596,leukemia inhibitory factor,3976,LIF ,CDF;DIA;HILDA;MLPLI;,hepatocytestimulating factor III;melanomaderived LPL inhibitor;leukemia inhibitory factor;cholinergic differentiation factor;differentiationinducing factor;differentiationstimulating factor;D factor;human interleukin in DA cells;differentiation inhibitory activity;,MGI:96787,leukemia inhibitory factor,16878,Lif ,,differentiationstimulating factor;d factor;leukemia inhibitory factor;,LIF_HUMAN,Leukemia inhibitory factor,LIF;Differentiation-stimulating factor;D factor;Melanoma-derived LPL inhibitor;MLPLI;,LIF_MOUSE,Leukemia inhibitory factor,LIF;Differentiation-stimulating factor;D factor;,D053605,Leukemia Inhibitory Factor,LIF;Leukemia Inhibitory Factor;,,,PR:000009799,leukemia inhibitory factor,melanoma-derived LPL inhibitor;emfilermin;MLPLI;HILDA;differentiation-stimulating factor;LIF;D factor;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009799,159540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_137,Leukocyte Cell Derived Chemotaxin 1,HGNC:17005,leukocyte cell derived chemotaxin 1,11061,LECT1 ,CHM1;CHM-I;BRICD3;MYETS1;,chondromodulin I;BRICHOS domain containing 3;leukocyte cellderived chemotaxin 1;chondromodulin1;multiple myeloma tumor suppressor 1;chondromodulinI;,MGI:1341171,leukocyte cell derived chemotaxin 1,16840,Lect1 ,ChM-I;Bricd3;,Chondromodulin 1;chondromodulinI;leukocyte cellderived chemotaxin 1;chondromodulin1;,LECT1_HUMAN,Chondromodulin-1,CH-SP;Chondromodulin-I;ChM-I;,LECT1_MOUSE,Chondromodulin-1,CH-SP;Chondromodulin-I;ChM-I;,,,,,,PR:000009749,chondromodulin-1,CHMI;ChM-I;;LECT1;PRO-short-label;chondromodulin-I;;leukocyte cell-derived chemotaxin 1;,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009749,605147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
